ID,Body,Team,Accessories,Jersey,Hair,Role,Number,Dunks,Shooting,Playmaking,Defense,Image url,Title,Description,URL,Overall
4927,Human V,Austin Machines,Armband,Home,Cheetah,Player,58,72,82,86,94,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3749.png,BALLER #4927,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4927,83.5
5712,Human III,Tampa Bay Omens,None,Home,Redhead Ponytail,Player,51,83,89,61,95,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3750.png,BALLER #5712,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5712,82
7267,Human I,Omaha Bullsnakes,None,Home,Blonde Crewcut,Player,60,64,87,75,85,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3751.png,BALLER #7267,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7267,77.75
8322,Human V,Michigan Colliders,"Armband, Headband, Silver Chain",Home,Black Short,Player,48,73,62,89,82,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3752.png,BALLER #8322,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8322,76.5
6304,Pink Alien,Michigan Colliders,Headband,Away,Black Pompadour,Player,56,77,86,74,86,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3753.png,BALLER #6304,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6304,80.75
8213,Human III,Tampa Bay Omens,Silver Chain,Away,Brunette Wavy Ponytail,Player,71,94,73,77,79,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3754.png,BALLER #8213,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8213,80.75
7520,Human III,New York Golden Bulls,Headband,Away,Striped,Player,14,68,95,94,85,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3755.png,BALLER #7520,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7520,85.5
7783,Human IV,Wisconsin Dragons,Headband,Home,Crazy Blue,Captain,27,67,70,82,84,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3756.png,BALLER #7783,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7783,75.75
4151,Human IV,Omaha Bullsnakes,"Armband, Headband, Glasses",Home,Patchy,Player,66,78,81,79,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3757.png,BALLER #4151,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4151,78
4876,Human III,Michigan Colliders,"Armband, Headband",Away,Purple Cowlick,Player,56,65,60,85,68,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3758.png,BALLER #4876,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4876,69.5
9518,Human IV,Pennsylvania Fangs,None,Home,Brown Taper,Player,19,64,74,79,67,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3759.png,BALLER #9518,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//9518,71
4713,Human IV,Dallas Pythons,Headband,Home,Brown Taper,Player,59,86,74,85,81,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3760.png,BALLER #4713,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4713,81.5
3595,Human I,Seattle Scream,None,Away,Patchy,Player,65,78,76,79,75,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3761.png,BALLER #3595,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3595,77
4559,Human II,Seattle Scream,"Headband, Nasal Strip",Away,Patchy,Player,54,80,86,73,87,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3762.png,BALLER #4559,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4559,81.5
5617,Human II,Miami Tentacles,None,Home,Brown Taper,Player,67,90,75,72,72,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3763.png,BALLER #5617,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5617,77.25
6674,Human IV,Nashville Miracle,Armband,Home,Pink Pigtails,Player,46,76,77,65,65,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3764.png,BALLER #6674,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6674,70.75
7563,Human I,San Diego Keepers,"Armband, Headband",Home,Patchy,Player,7,82,79,68,87,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3765.png,BALLER #7563,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7563,79
5147,Human V,Toronto Spears,Headband,Away,Shaved,Player,79,77,86,88,84,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3766.png,BALLER #5147,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5147,83.75
4496,Human II,Austin Machines,None,Home,Brown Cowlick,Player,67,63,65,76,79,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3767.png,BALLER #4496,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4496,70.75
3518,Human IV,Pennsylvania Fangs,None,Home,Black Moptop,Player,47,77,88,72,80,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3768.png,BALLER #3518,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3518,79.25
4666,Human I,San Jose Sirens,Headband,Home,Pink Ponytail,Player,66,80,74,66,72,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3769.png,BALLER #4666,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4666,73
3259,Human IV,Minneapolis Express,None,Away,Brunette Long Ponytail,Player,81,78,84,69,83,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3770.png,BALLER #3259,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3259,78.5
7064,Human I,Los Angeles Knives,Armband,Away,Braids,Player,59,86,67,84,70,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3771.png,BALLER #7064,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7064,76.75
3652,Human V,Seattle Scream,"Armband, Headband",Away,Shaved,Player,21,75,83,85,71,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3772.png,BALLER #3652,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3652,78.5
9054,Human IV,Tallahassee Tarantulas,None,Home,Spiked,Player,59,88,81,93,98,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3773.png,BALLER #9054,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//9054,90
8402,Human II,San Diego Keepers,Headband,Home,Patchy,Player,51,82,85,86,70,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3774.png,BALLER #8402,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8402,80.75
8636,Human III,New York Torches,"Armband, Headband, Grey Headphones",Away,Brunette Ponytail,Player,78,73,82,72,60,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3775.png,BALLER #8636,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8636,71.75
5510,Human I,New York Torches,Armband,Away,Redhead Bun,Player,96,74,82,89,81,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3776.png,BALLER #5510,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5510,81.5
5098,Lizard,Sierra Spiders,Headband,Home,Very Thin,Player,53,72,84,86,84,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3777.png,BALLER #5098,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5098,81.5
3863,Human I,San Francisco Surge,Silver Chain,Away,Redhead Ponytail,Player,19,80,72,85,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3778.png,BALLER #3863,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3863,77.75
7104,Human I,Los Angeles Mammoths,Headband,Home,Black Short,Player,12,72,85,74,76,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3779.png,BALLER #7104,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7104,76.75
8415,Human IV,Boston Rulers,"Armband, Headband, Arm Tattoo",Home,Black Taper,Player,15,67,72,85,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3780.png,BALLER #8415,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8415,74.5
6973,Human II,San Francisco Surge,Armband,Home,Brunette Wavy Ponytail,Player,74,85,73,67,77,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3781.png,BALLER #6973,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6973,75.5
3447,Human II,Toronto Spears,Arm Tattoo,Home,Shaved,Player,66,81,77,71,79,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3782.png,BALLER #3447,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3447,77
7195,Human II,Delaware Horsemen,Headband,Home,Flat Top,Player,46,81,86,69,88,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3783.png,BALLER #7195,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7195,81
8560,Human V,Miami Tentacles,None,Away,Black Pompadour,Player,65,90,85,83,79,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3784.png,BALLER #8560,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8560,84.25
7363,Human III,Tallahassee Tarantulas,Armband,Home,Black Pompadour,Player,82,89,64,85,78,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3785.png,BALLER #7363,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7363,79
8770,Zombie,Salt Lake City Souls,None,Home,Brunette Medium,Player,72,66,85,81,80,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3786.png,BALLER #8770,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8770,78
5051,Human III,Boston Rulers,None,Away,Patchy,Player,95,83,94,65,77,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3787.png,BALLER #5051,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5051,79.75
7216,Human V,Dallas Pythons,None,Away,Light Brown Short,Player,73,85,90,84,84,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3788.png,BALLER #7216,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7216,85.75
5764,Human III,Wisconsin Dragons,"Armband, Space Visor",Home,Crazy Orange,Player,52,67,96,80,94,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3789.png,BALLER #5764,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5764,84.25
5458,Human V,Michigan Colliders,"Armband, Headband",Home,Spiked,Player,63,95,72,92,84,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3790.png,BALLER #5458,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5458,85.75
5201,Human II,San Jose Sirens,"Armband, Pencil",Home,Redhead Ponytail,Player,79,63,77,77,77,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3791.png,BALLER #5201,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5201,73.5
8606,Human V,Seattle Scream,Armband,Home,Afro,Player,88,79,62,91,78,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3792.png,BALLER #8606,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8606,77.5
4373,Human III,San Francisco Surge,Headband,Away,Pink Pigtails,Player,40,79,96,82,61,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3793.png,BALLER #4373,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4373,79.5
4825,Human II,Salt Lake City Souls,None,Home,Brunette Wavy Ponytail,Player,33,83,81,70,90,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3794.png,BALLER #4825,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4825,81
3436,Human III,San Francisco Surge,Armband,Home,Light Brunette Bob,Player,6,72,77,72,81,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3795.png,BALLER #3436,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3436,75.5
5338,Human IV,Sierra Spiders,Armband,Home,Black Taper,Player,36,78,84,91,72,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3796.png,BALLER #5338,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5338,81.25
5816,Human II,Nashville Miracle,None,Home,Redhead Bun,Player,67,82,72,72,64,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3797.png,BALLER #5816,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5816,72.5
4473,Human IV,Dallas Pythons,Armband,Home,Bedhead,Player,78,77,76,85,83,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3798.png,BALLER #4473,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4473,80.25
9472,Human II,Team Dapper (M),None,Home,Afro,Player,6,87,69,73,69,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3799.png,BALLER #9472,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//9472,74.5
3347,Human III,Minneapolis Express,Pencil,Away,Redhead Ponytail,Player,39,71,90,92,68,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3800.png,BALLER #3347,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3347,80.25
5110,Human V,Portland Creatures,None,Away,Afro,Player,98,95,74,69,86,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3801.png,BALLER #5110,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5110,81
8460,Human IV,Salt Lake City Souls,Glasses,Home,Black Pigtails,Player,32,83,82,82,81,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3802.png,BALLER #8460,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8460,82
4506,Human IV,Salt Lake City Souls,Silver Chain,Away,Brunette Medium,Player,33,68,93,72,81,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3803.png,BALLER #4506,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4506,78.5
3102,Human III,Tampa Bay Omens,Headband,Home,Brunette Bob,Player,55,82,95,70,80,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3804.png,BALLER #3102,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3102,81.75
8678,Human I,Toronto Spears,Armband,Home,Black Taper,Player,88,66,79,84,85,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3805.png,BALLER #8678,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8678,78.5
2651,Human II,New York Torches,Headband,Away,Afro,Player,10,65,94,68,78,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3806.png,BALLER #2651,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//2651,76.25
6433,Human III,Boulder Elks,"Armband, Pencil",Home,Crazy Blue,Player,53,76,73,85,77,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3807.png,BALLER #6433,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6433,77.75
2925,Human I,San Francisco Surge,None,Away,Light Brunette Bob,Player,4,73,72,97,77,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3808.png,BALLER #2925,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//2925,79.75
6607,Human II,Charlotte Clovers,Headband,Away,Brunette Short,Captain,74,84,79,74,65,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3809.png,BALLER #6607,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6607,75.5
6332,Human IV,St. Louis Orcs,None,Home,Blonde Crew,Player,0,76,62,69,84,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3810.png,BALLER #6332,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6332,72.75
7899,Human IV,Los Angeles Mammoths,"Headband, Grey Headphones",Home,Black Pompadour,Player,23,70,70,86,78,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3811.png,BALLER #7899,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7899,76
4924,Lizard,Portland Bats,"Armband, Headband, Gold Chain",Home,Brown Pompadour,Player,0,71,68,84,84,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3812.png,BALLER #4924,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4924,76.75
8684,Human II,Toronto Spears,Glasses,Away,Black Pompadour,Player,90,79,75,79,93,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3813.png,BALLER #8684,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8684,81.5
3649,Human I,New Jersey Scientists,Headband,Away,Black Short,Player,84,93,80,77,64,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3814.png,BALLER #3649,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3649,78.5
7611,Human III,Team Flow (W),Armband,Away,Brunette Bob,Player,32,77,94,83,87,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3815.png,BALLER #7611,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7611,85.25
6170,Human V,New Orleans Giants,Armband,Home,Thinning,Player,44,71,72,96,85,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3816.png,BALLER #6170,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6170,81
3388,Human I,Delaware Horsemen,Armband,Home,Blonde Crewcut,Player,29,78,87,76,76,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3817.png,BALLER #3388,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3388,79.25
5134,Human IV,D.C. Dobermans,None,Home,Black Short,Player,3,78,72,96,90,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3818.png,BALLER #5134,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//5134,84
6453,Human V,Los Angeles Mammoths,"Armband, Eye Patch",Away,Black Taper,Player,55,65,90,82,86,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3819.png,BALLER #6453,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6453,80.75
9268,Human II,Salt Lake City Souls,Armband,Away,Afro,Player,27,98,67,78,72,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3820.png,BALLER #9268,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//9268,78.75
6679,Human I,New York Golden Bulls,"Armband, Headband",Away,Very Thin,Player,38,84,84,85,80,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3821.png,BALLER #6679,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6679,83.25
8563,Human V,New Jersey Scientists,None,Home,Blonde Crew,Player,49,86,84,73,97,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3822.png,BALLER #8563,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8563,85
4726,Human V,Seattle Scream,Headband,Home,Black Pompadour,Captain,22,63,92,91,86,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3823.png,BALLER #4726,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4726,83
4855,Human IV,Charlotte Clovers,None,Home,Brunette Bob,Player,18,92,76,77,72,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3824.png,BALLER #4855,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//4855,79.25
6303,Human III,New Jersey Scientists,Armband,Away,Blonde Short,Player,43,75,79,85,66,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3825.png,BALLER #6303,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//6303,76.25
3195,Human IV,Charlotte Clovers,Eye Patch,Home,Afro,Player,1,90,72,81,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3826.png,BALLER #3195,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3195,79.25
8855,Human IV,Omaha Bullsnakes,None,Away,Flat Top,Player,7,75,80,93,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3827.png,BALLER #8855,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8855,80.5
8430,Human V,Minneapolis Express,None,Home,Blonde Medium,Player,55,85,83,87,81,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3828.png,BALLER #8430,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//8430,84
9314,Bright Zombie,Seattle Scream,Headband,Away,Blonde Crewcut,Player,7,86,81,61,87,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3829.png,BALLER #9314,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//9314,78.75
3672,Human II,Portland Creatures,None,Home,Crazy Blue,Player,61,90,88,75,99,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3830.png,BALLER #3672,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//3672,88
7014,Human IV,Sierra Spiders,Headband,Away,Brown Taper,Player,1,74,70,76,74,ipfs://QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3831.png,BALLER #7014,A basketball-inspired generative NFT living on the Flow blockchain,/collection/ballerz//7014,73.5
